word_galician,translate_word_english,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,aoa_mean,aoa_sd,aoa_n
contexto,context,5.826086956521739,1.6418441381303663,23,4.5,1.7431183374807169,14,4.785714285714286,2.7225149975873246,14,4.833333333333333,1.6966991126265967,12,9.84375,3.408806195344545,32
contido,content,5.809523809523809,2.0400746951777915,21,5.5,1.6525039276108335,14,5.076923076923077,2.7827306272059,13,4.333333333333333,2.1461734799546393,12,9.058823529411764,2.192902991336317,17
continente,continent,6.071428571428571,1.3280573269766125,14,4.6923076923076925,1.702185623672077,13,7.75,1.9598237397554634,12,7.7272727272727275,2.240129866365299,11,7.666666666666667,2.605355789115718,12
continuación,continuation,6.357142857142857,1.780541959721721,14,5.090909090909091,2.300197619968574,11,3.857142857142857,2.4133329285815135,14,3.642857142857143,2.373155732746617,14,7.3076923076923075,2.056883378018605,13
continuidade,continuity,6.2727272727272725,2.0045403009622476,11,4.916666666666667,1.9752253419585202,12,4.428571428571429,2.0648816585306444,14,4.538461538461538,3.017045591727792,13,8.894736842105264,2.9419331671936266,19
continuo,continuous,5.3076923076923075,2.2130151145972543,13,5.214285714285714,1.888368095985013,14,3.3333333333333335,0.9847319278346615,12,5.214285714285714,2.2930856412794,14,5.857142857142857,2.537628901072897,14
conto,story,7.173913043478261,1.154129893156174,23,4.5,2.472930370104386,14,6.916666666666667,2.1933093855190737,12,8.066666666666666,1.6242214252050842,15,3.7857142857142856,1.8050600428356278,14
contorno,outline,6.538461538461538,2.1061570302086787,13,4.357142857142857,1.8649455697209982,14,3.5833333333333335,1.3113721705515062,12,4.5,1.9903613896824017,14,9.428571428571429,3.1308461799005385,14
contrato,contract,6,2.2763607319179844,23,6.214285714285714,2.00685637938357,14,7,2.385855756810896,14,5.416666666666667,2.466441431158124,12,10.96875,4.490020295952404,32
contribución,contribution,6.384615384615385,2.3642638578939517,13,5.857142857142857,1.8752289237539819,14,5.454545454545454,2.2074254852038098,11,4.714285714285714,2.267786838055363,14,11.153846153846153,3.1582208558552343,14
control,control,5,2.273030282830976,13,4.75,2.9886147596868655,12,4.9411764705882355,2.7034835914818798,17,4.9523809523809526,2.635833653252619,21,5.923076923076923,1.8009968749527974,14
convenio,agreement,5.428571428571429,1.5045717874984448,14,4.75,1.764549903980152,12,5.6923076923076925,2.8102376941169758,13,4.608695652173913,2.759102792819411,23,12.928571428571429,3.3618741502616976,14
convivencia,coexistence,7.538461538461538,1.45002210416397,13,6.083333333333333,2.712205856136405,12,3.727272727272727,2.2843339988236875,11,6.333333333333333,2.103388319888276,12,8.071428571428571,3.149219334626031,14
convocatoria,call,4.285714285714286,2.614414816964751,14,6.615384615384615,2.467740583964123,13,5.214285714285714,2.4550911444328345,14,3.6666666666666665,2.49848438906955,12,11.5,4.052539564652876,14
coñecemento,knowledge,7.384615384615385,2.534379001467011,13,4.25,2.70100991213556,12,4.0588235294117645,2.9041046002876283,17,4.571428571428571,2.420153478013917,21,6.769230769230769,1.964427234329222,14
coñecido,known,5.928571428571429,1.5424399110243745,14,4.583333333333333,3.117642854737689,12,4,2.2677868380553634,15,3.857142857142857,2.3812454032143915,14,6.521739130434782,3.4227788447054017,23
copa,cup,7.666666666666667,1.4974726182552518,12,6.214285714285714,2.2592909516916158,14,7,2.516611478423583,13,8.461538461538462,1.198289379030558,13,7.466666666666667,3.2263793654069586,15
cor,color,6.916666666666667,1.3113721705515053,12,5.0588235294117645,2.8825029972944978,17,7,2.6267851073127395,21,7.5,2.5645512427953308,14,3.5,1.625686668105863,22
corazón,heart,8.071428571428571,1.6391501416322996,14,5.461538461538462,3.0988004296120946,13,6.833333333333333,2.587850400809462,12,7.294117647058823,2.6637545373577716,17,4.190476190476191,1.2497618820818477,21
corda,rope,4.222222222222222,2.0480342879074174,9,4.428571428571429,1.9100658753958328,14,7.071428571428571,2.092634913003432,14,7.5,2.27866357593825,14,4.684210526315789,2.001461454341895,19
corpo,body,6.230769230769231,1.423250162705428,13,4.333333333333333,2.598076211353316,9,8.142857142857142,1.2314558524297623,14,8.071428571428571,1.5915297775935686,14,3.7857142857142856,1.4238934396479703,14
correcto,correct,7.222222222222222,2.635231383473649,9,5.714285714285714,2.6436737675081976,14,4.785714285714286,3.238674264110392,14,5.714285714285714,2.233609408336871,14,5.157894736842105,1.863782232592187,19
corredor,runner,4.428571428571429,1.6508406117111145,14,6.071428571428571,1.6854255666327547,14,6.666666666666667,1.9061304607327725,21,6.583333333333333,2.0207259421636894,12,7.714285714285714,2.812843385630973,14
corrente,current,5.083333333333333,1.676486224400923,12,5.153846153846154,2.5444761689508852,13,4.434782608695652,3.1741296152219824,23,5.714285714285714,1.9778998741311224,14,8,2.385855756810896,14
corte,cut,3.130434782608696,1.5463842820677163,23,5.428571428571429,2.1380899352993956,14,5.571428571428571,3.1553199451155436,14,5.916666666666667,2.0652243256245835,12,6.65625,3.054445464691454,32
coruñés,from a coruña,4.928571428571429,2.8138198978581443,14,5.25,2.0943647333651407,12,5.3076923076923075,3.224505527586501,13,5.3478260869565215,3.4059933226349686,23,8.714285714285714,3.2916811563644552,14
costa,coast,7.619047619047619,1.3955712262794215,21,2.8333333333333335,2.79067711996189,12,6.357142857142857,2.5602626925659506,14,7.714285714285714,1.5898026693500455,14,5.923076923076923,1.705947364444873,14
costas,back,5.857142857142857,2.2822776362202757,14,2.8333333333333335,2.367712103711219,12,5.466666666666667,3.2263793654069586,15,7.214285714285714,2.044827298653528,14,7.565217391304348,2.5906490404130174,23
costume,custom,7.3076923076923075,1.1094003924504563,13,3.5217391304347827,2.5382450132001786,23,4.857142857142857,3.034599019440824,14,6.214285714285714,2.8332794651203277,14,6.333333333333333,2.994945236510506,12
cotián,daily,5.846153846153846,2.3750843439814173,13,4,2.253202848596432,14,3.3333333333333335,2.229281716090851,12,4.071428571428571,2.092634913003431,14,8.857142857142858,2.070196678027064,14
cousa,thing,6.363636363636363,1.4333685689819824,11,4.25,1.8317377426626162,20,4.533333333333333,3.090692633113321,15,5.071428571428571,3.540193078486968,14,4.304347826086956,1.5206094056091057,23
cova,cave,4.909090909090909,2.4679767200905873,11,5.5,1.6052797503622467,14,8,1.4142135623730951,14,7.076923076923077,2.361550989693654,13,6,3,23
creación,creation,7.3076923076923075,1.7021856236720756,13,4.333333333333333,2.7413776673693677,12,4.647058823529412,2.8271269972931052,17,4.523809523809524,2.5810665938531616,21,7.071428571428571,2.36852065853142,14
creador,creator,5.461538461538462,2.258885588639695,13,5.538461538461538,2.2216879699673027,13,4.6,2.823371844342961,15,5,2.796101181678127,12,8.5,2.0662116951635836,14
creativo,creative,8.307692307692308,0.9473309334313396,13,6.083333333333333,2.644319239884671,12,4,3.22490309931942,11,5.5,3,12,6.571428571428571,2.953857600710421,14
crecente,growing,5.916666666666667,1.2401124093721463,12,5.785714285714286,2.7225149975873246,14,4.6923076923076925,2.1750331562459526,13,4.384615384615385,2.662657242256988,13,8.8,4.056740422696881,15
crédito,credit,6.071428571428571,1.9400351192017802,14,5.769230769230769,2.166173513896727,13,3.6666666666666665,3.0413812651491097,9,3.9285714285714284,2.092634913003431,14,8.714285714285714,3.9502399426358403,14
crego,priest,5.076923076923077,3.040327242845701,13,4.357142857142857,1.8649455697209982,14,5.083333333333333,2.466441431158124,12,6.285714285714286,2.524604201380164,14,11.833333333333334,3.352972448801846,14
crenza,belief,6.071428571428571,2.05554730553075,14,6,2.1213203435596424,13,2.8461538461538463,2.672269754539321,13,3.3333333333333335,1.6761634196950517,15,8.583333333333334,4.187825066532601,12
criado,servant,3,1.6641005886756874,14,5.642857142857143,2.4053511772118195,14,5.538461538461538,2.331501112137293,13,5.555555555555555,3.2058973436118907,9,6.6923076923076925,3.092588327615326,14
criatura,creature,5.571428571428571,2.3440361546924775,14,5.538461538461538,1.8081014266989472,13,5.461538461538462,2.7268841992093167,13,6.333333333333333,2.6636888135137142,15,7,1.5374122295716148,12
crime,crime,2.9285714285714284,2.3026501693044477,14,8.357142857142858,0.928782731664063,14,5.6923076923076925,2.0568833780186058,13,4.666666666666667,3.122498999199199,9,8.857142857142858,2.5975474485084487,14
crise,crisis,2.5,2.5761140573281374,12,6.882352941176471,3.1401105263425135,17,5,2.949576240750525,21,5.214285714285714,3.0427359001795993,14,10.409090909090908,2.9706355085528977,22
cristal,crystal,4.615384615384615,2.2188007849009166,13,6.217391304347826,2.448682795061467,23,7.785714285714286,2.0821058655036824,14,6,2.7174648819470297,14,5,1.651445647689541,12
cristián,christian,6.071428571428571,2.495050044643339,14,5.3076923076923075,2.015961945102775,13,4.083333333333333,2.539088359425425,12,5.2727272727272725,3.437758254761643,11,7.916666666666667,1.928651593652147,12
criterio,criterion,5.571428571428571,1.502379065729703,21,5.5,1.3142574813455419,12,4.571428571428571,2.953857600710421,14,4.571428571428571,2.3440361546924775,14,9.5,3.436232283721854,14
cruz,cross,4,1.8708286933869707,13,4.6,2.0632844828435215,15,6.666666666666667,2.348435972120916,12,7.357142857142857,2.4371213428059826,14,5.3478260869565215,2.2884829364008006,23
cu,ass,6.181818181818182,2.4007574562284217,11,6.833333333333333,2.124888588879782,12,6.928571428571429,2.432608151261197,14,7.769230769230769,2.52170068782446,13,3.7222222222222223,1.934381054849193,19
cuarto,room,6.333333333333333,1.9694638556693242,12,4.294117647058823,2.0237559722689187,17,6.523809523809524,2.462093572938437,21,7.642857142857143,1.9848325973644316,14,4.863636363636363,1.61231730734589,22
cuberta,cover,4.6923076923076925,1.6525039276108335,13,4.75,1.6583123951777,12,6.090909090909091,2.300197619968574,11,7.333333333333333,1.5569978883230449,12,6.714285714285714,3.099095933396643,14
culpa,guilt,4.428571428571429,2.979785374673968,14,6,2.891995221924885,12,2.5384615384615383,1.8980421761815784,13,5,3.0451153135353137,23,7.214285714285714,3.309161442200947,14
cultura,culture,6.733333333333333,2.0862360730226452,15,6.142857142857143,2.957575484624652,14,3.2857142857142856,2.0164161440372537,14,6.181818181818182,2.2723636072680713,11,8.411764705882353,2.0934070175616744,20
cultural,cultural,6.2,2.2103651928390216,15,5.785714285714286,2.423556554658127,14,4.571428571428571,2.3440361546924775,14,5.545454545454546,1.967924610529396,11,9.5,2.460209661583209,20
cumio,summit,4.785714285714286,2.547353722789787,14,4.846153846153846,1.9081471748860568,13,6.333333333333333,1.922750555056401,12,4.7272727272727275,2.901410315377992,11,12.25,3.910940365878077,12
cumprimento,compliance,4.833333333333333,1.8989630344113093,12,5.636363636363637,2.1574395598823752,11,3.5833333333333335,2.429303429280737,12,4.571428571428571,2.4087751663859795,14,8.23076923076923,1.9215378456610446,13
cunca,cup,6.153846153846154,1.3445044840729639,13,4.066666666666666,2.1201976547572388,15,7,1.651445647689541,12,7.571428571428571,2.1380899352993956,14,6.318181818181818,2.9177023516779452,23
cura,priest,4.857142857142857,2.878491668515698,14,4.785714285714286,3.017349102174888,14,6.619047619047619,2.0609752661347125,21,5.5,2.6798914496333954,12,6.071428571428571,2.05554730553075,14
curiosidade,curiosity,7.3076923076923075,2.1750331562459517,13,6.857142857142857,1.8752289237539808,14,3.1666666666666665,2.0375267241229382,12,3.9285714285714284,2.8679739756969074,14,7,2.1483446221182985,14
curioso,curious,6.923076923076923,1.2557559782549617,13,6.130434782608695,2.4735757670018543,23,3.4285714285714284,2.027286390693261,14,5.785714285714286,2.3916062008157235,14,6.909090909090909,1.513574937328538,12
curto,short,5.166666666666667,1.4034589305344747,12,3.9285714285714284,2.092634913003431,14,4.642857142857143,1.8232322463624389,14,5.142857142857143,2.5677629550654775,14,4.733333333333333,1.5070714541175851,30
custo,cost,4.285714285714286,1.5856499343441837,21,6.75,1.4847711791873706,12,5.142857142857143,2.537628901072897,14,5,2.7174648819470297,14,7.714285714285714,2.9981679387604343,14
dano,damage,2.6153846153846154,2.433737233777904,13,7.173913043478261,2.4055272321930046,23,5.071428571428571,2.786348194992195,14,5.428571428571429,2.4087751663859795,14,3.5833333333333335,1.8809249819912508,12
data,date,5.583333333333333,1.9286515936521484,12,4.8,1.8205179796655986,15,4.071428571428571,2.1649048909393653,14,5.826086956521739,2.5699694712202232,23,5.086956521739131,2.2138621842271458,23
dato,datum,5,1.5689290811054724,14,5.461538461538462,1.941450686788302,13,5.916666666666667,2.712205856136405,12,5.7272727272727275,3.196589091231749,11,8.272727272727273,1.4206272622267295,12
debate,debate,5.666666666666667,2.556038601690775,21,5.428571428571429,3.1796053387000898,14,5.076923076923077,2.05999751057853,13,6,1.7580981459830651,12,11.5625,2.5024987512484396,17
débeda,debt,3,2.692582403567252,9,5.714285714285714,2.1636355241395626,14,3.5714285714285716,1.6508406117111138,14,5.142857142857143,2.2138425646596693,14,10.473684210526315,2.9508646765281017,19
deber,duty,4.571428571428571,1.7851647506079622,14,6.090909090909091,2.343268890014352,11,3.5714285714285716,2.1380899352993947,14,3.5,2.2446517632945957,14,6.833333333333333,1.7494587907710364,13
debuxo,drawing,6.461538461538462,2.4703368398993906,13,4,2.2870874995874626,14,6.25,2.6671401094873817,12,7.928571428571429,1.2066664642907572,14,4.071428571428571,1.9400351192017795,14
década,decade,5,2.1838568563966754,14,6.75,1.815338686155987,12,3.8,2.833473385894321,15,4.214285714285714,2.3263894583856572,14,8.347826086956522,2.248407429355152,23
decembro,december,6.785714285714286,2.2592909516916158,14,5.428571428571429,2.9760952365713798,21,5.5,1.6236882817719773,12,6.142857142857143,2.9050921568102512,14,4.285714285714286,1.589802669350044,14
decidido,determined,6.785714285714286,1.7619295117556795,14,6.615384615384615,2.2926862533740326,13,4.25,2.3403573930647275,12,4.636363636363637,3.2022719207689803,11,9,2.593698657761292,12
decisivo,decisive,5.642857142857143,2.5901334345533646,14,7.076923076923077,2.361550989693654,13,4.3076923076923075,2.626296993379823,13,3.466666666666667,2.2949219304078006,15,8.75,2.7675062617979584,12
decreto,decree,4.714285714285714,2.0542103640523814,14,5.461538461538462,2.846500325410855,13,6.6923076923076925,2.1363760352762244,13,3.933333333333333,2.016597794967223,15,14.090909090909092,2.3001976199685754,12
dedo,finger,6.071428571428571,1.9400351192017802,14,5.5,1.8829377433825436,12,7.133333333333334,2.5875158154566122,15,8.428571428571429,1.6508406117111145,14,3.8636363636363638,1.3200091827045148,23
defensa,defense,5.416666666666667,2.1087839379532696,12,6.8,1.8205179796655986,15,3.7142857142857144,2.3014567770660603,14,4.695652173913044,2.401415919613329,23,7.818181818181818,3.0958707312185347,23
déficit,deficit,3.7142857142857144,1.7728105208558367,14,6,2.3804761428476167,13,3.5,2.5045413298101655,12,3.1818181818181817,2.56195947736032,11,10.5,3.261343839027654,12
definición,definition,5.428571428571429,0.7559289460184553,14,4.846153846153846,2.577018750615843,13,4.5,2.8756270219259608,14,3.75,2.8324419275118906,12,8.428571428571429,2.737609448863277,14
definitivo,definitive,6,1.6832508230603465,13,5.869565217391305,2.735363492981358,23,4.928571428571429,2.615465415687874,14,5,2.660248687044705,14,8.416666666666666,3.423404295390331,12
delegado,delegate,4.083333333333333,1.3113721705515062,12,6.363636363636363,2.0135901903181432,11,5.833333333333333,2.2896340848319507,12,6.571428571428571,2.7093651176353735,14,8.833333333333334,3.3799766898963104,13
delicado,delicate,4.666666666666667,1.922750555056401,12,3.2142857142857144,2.1901377346421156,14,4.3076923076923075,2.750291359856727,13,5.461538461538462,2.2954805094425805,13,6.933333333333334,2.3135213317324195,15
delito,crime,2.4285714285714284,1.3985864135061359,14,6.111111111111111,2.887883183414065,18,4.666666666666667,2.449489742783178,18,6.368421052631579,2.5212546769810524,19,8.615384615384615,2.4343692912444177,26
democracia,democracy,7.6923076923076925,1.2506408613597109,13,5.043478260869565,2.754801772600727,23,5.428571428571429,2.7655653397364617,14,5.285714285714286,2.7295694624884432,14,10.5,3.147870853305597,12
democrático,democratic,6.785714285714286,1.9286731759891882,14,5.619047619047619,1.8021151593666394,21,5.083333333333333,2.503028468705763,12,4.5,2.1750331562459526,14,11.5,2.441626192015981,14
denominación,naming,5.384615384615385,1.7577666482623884,13,5.75,1.764549903980152,12,4.909090909090909,2.9480347845486987,11,3.25,2.179449471770337,12,8.615384615384615,3.841407327583246,14
denominado,called,5.714285714285714,1.8156825980064066,14,4.769230769230769,1.8776690404970273,13,4.6923076923076925,3.092588327615327,13,3.466666666666667,2.1995670569671746,15,10.25,3.194455423784382,12
denuncia,complaint,4.076923076923077,3.774068062924905,13,7.857142857142857,1.3506205330054109,14,4.75,2.179449471770337,12,4.857142857142857,2.684919218298981,14,10.642857142857142,2.6488645711858356,14
dependencia,dependence,3.230769230769231,2.204308136122162,13,5.666666666666667,2.8722813232690143,9,3.4285714285714284,2.2088732148135795,14,4.928571428571429,2.7305757554120262,14,10.214285714285714,4.299884997184343,14
deporte,sport,6.714285714285714,2.0542103640523828,14,6.923076923076923,2.498717619818162,13,7.5,1.454436184706849,14,7.833333333333333,1.114640858045424,12,6.142857142857143,2.656114653953223,14
deportivo,sports,5.857142857142857,2.4133329285815135,14,6.083333333333333,3.0883456393154556,12,4.714285714285714,2.757606861827045,14,6.142857142857143,2.0326997151247226,14,5.923076923076923,1.8912755158683452,13
deputado,member of parliament,3.5833333333333335,1.5050420310248862,12,5.214285714285714,2.082105865503681,14,7,1.5689290811054724,14,5.5,2.9807071953842406,14,11.241379310344827,2.55867114525424,30
dereita,right,5,2.7735009811261455,14,4.826086956521739,2.1878211226748263,23,7,2.3533936216582085,14,6.583333333333333,2.8749176536296672,12,3.933333333333333,1.8309508328682538,15
derradeiro,last,3.5,1.5566235649883124,14,5.608695652173913,2.1049536905893422,23,5.5,2.902253766140536,14,4.583333333333333,3.1754264805429413,12,9.666666666666666,4.203173404306163,15
derrota,defeat,2.923076923076923,2.4311018921995866,13,6.384615384615385,2.0631069425529684,13,5.333333333333333,2.609506430251477,15,6.166666666666667,2.367712103711219,12,6,1.7097008285302207,14
desaparición,disappearance,2.923076923076923,2.325995788959303,13,5.555555555555555,3.643868518179241,9,4.928571428571429,2.786348194992195,14,5.857142857142857,2.507132682112035,14,7.857142857142857,2.769536002714113,14
descanso,rest,7.214285714285714,2.3263894583856577,14,3.6923076923076925,3.449265994010305,13,4.3076923076923075,2.6890089681459286,13,6.333333333333333,1.8387366263150315,15,5.5,2.8762349126466136,12
descenso,decline,3.7142857142857144,1.5898026693500449,14,5.714285714285714,2.233609408336871,14,4.3076923076923075,1.931519927613803,13,3.7777777777777777,3.1135902820449006,9,8.714285714285714,3.4956802227578287,14
descrición,description,5.461538461538462,1.8536173919925967,13,6,1.5954480704349312,12,6,3.255764119219941,11,4.416666666666667,2.3143164446679725,12,6.769230769230769,3.419401657060441,14
descubrimento,discovery,7.25,1.712255291076124,12,7.181818181818182,1.6624188291872668,11,4.166666666666667,2.657180095628834,12,5.642857142857143,2.373155732746617,14,6.461538461538462,2.0662116951635845,13
desenvolvemento,development,6.733333333333333,1.4864467059144117,15,6.928571428571429,1.6391501416322996,14,3.9285714285714284,1.9400351192017795,14,4.181818181818182,1.167748416242284,11,9.25,3.209771265829914,20
deseño,design,6.071428571428571,1.6391501416322996,14,5.142857142857143,2.2822776362202757,14,5.809523809523809,2.204972734957228,21,4.666666666666667,2.3868325657594207,12,9.642857142857142,2.762583597263282,14
deserto,desert,4.166666666666667,2.167249338901663,12,3.4545454545454546,2.5045413298101655,11,7.166666666666667,2.5166114784235827,12,8,1.6641005886756874,14,7.076923076923077,2.2898885875932353,13
desexo,desire,7.142857142857143,1.406421692815485,14,5.739130434782608,2.7996329516619887,23,4.285714285714286,3.0741745966274343,14,7.166666666666667,2.0816659994661317,12,6.666666666666667,3.1320159337914952,15
desgraza,misfortune,1.6923076923076923,1.4366984945013912,13,5.571428571428571,2.20887321481358,14,3.909090909090909,2.773248833211526,11,5.571428571428571,2.173769703826679,14,7.071428571428571,3.0499504589743425,14
despacho,office,4.75,2.3011854652449344,12,5,1.7097008285302207,14,6.571428571428571,2.820646017500948,14,7.615384615384615,2.3642638578939517,13,8.652173913043478,2.7237790534505195,23
destino,destination,7.782608695652174,1.2044056149717541,23,6,2.4178820993079553,14,2.6666666666666665,2.6053557891157184,12,5.8,2.624064459138587,15,8.571428571428571,2.310986659558928,14
detalle,detail,6.357142857142857,2.2738358934473846,14,5.071428571428571,2.26899793925681,14,4.809523809523809,2.3583690894142846,21,4.5,2.4308621740219887,12,8.142857142857142,2.282277636220275,14
detención,detention,3.090909090909091,2.0225995873897262,11,6.428571428571429,2.20887321481358,14,6.071428571428571,2.7586029271879835,14,5.769230769230769,2.948271984113354,13,8.130434782608695,2.6337727489820826,23
determinación,determination,6.571428571428571,1.3985864135061363,14,5.615384615384615,2.3642638578939517,13,4.142857142857143,2.537628901072897,14,4.181818181818182,2.2279219832921355,11,11.928571428571429,1.8999710813299509,14
determinado,determined,5.142857142857143,1.95555000554213,14,5.071428571428571,1.859043828435456,14,4.615384615384615,2.1031112483834336,13,3,2.345207879911715,9,8.153846153846153,2.577018750615844,14
devandito,aforementioned,4.5,1.5063966175050876,14,5.416666666666667,1.505042031024887,12,4.615384615384615,1.804552647170555,13,2.9565217391304346,2.0775479618042128,23,11.307692307692308,4.643716460347526,14
día,day,7.090909090909091,1.5782614139961375,11,5.55,2.1144863753590255,20,5.733333333333333,3.104528182847635,15,5.285714285714286,2.7295694624884432,14,3.5217391304347827,1.3439955768796032,23
diálogo,dialogue,7.304347826086956,1.6358145763084637,23,5.214285714285714,2.7784492472924924,14,4.785714285714286,2.486225790494234,14,5.5,2.7136021011998723,12,7.935483870967742,3.696263734015451,32
diario,daily,6.181818181818182,1.6624188291872668,11,4.25,2.3141441523584345,20,5.6,2.5856748221140045,15,5.428571428571429,2.7093651176353735,14,6.826086956521739,1.8745223370487916,23
diferenza,difference,5.655172413793103,2.0920916066559787,29,5.15,2.158825216591068,20,3.0714285714285716,2.730575755412026,14,5,2.246690688016276,22,7.354838709677419,2.415897170780442,32
difícil,difficult,4.75,2.598076211353316,12,6.647058823529412,2.6912166502947192,17,3.380952380952381,2.519448163312563,21,3.357142857142857,2.205138853368958,14,4.863636363636363,1.7537837882012643,22
dificultade,difficulty,4.260869565217392,2.2806974871008174,23,8,1.1766968108291043,14,2.5833333333333335,2.2746961169005466,12,4.066666666666666,2.8149262021959873,15,7.142857142857143,2.656114653953223,14
difusión,dissemination,4.769230769230769,1.7867030229749132,13,5.8,1.7402791237532635,15,3.5,1.8829377433825436,12,4.285714285714286,3.148346853840585,14,9.956521739130435,2.7216014815740257,23
dignidade,dignity,6.75,2.179449471770337,12,6.285714285714286,2.493948720358986,14,4.769230769230769,2.4884347876341253,13,5,3.2145502536643185,13,10.866666666666667,2.6149751888106394,15
dimensión,dimension,5.571428571428571,2.173769703826679,14,5.428571428571429,1.7484687178050557,21,3.25,2.6671401094873817,12,4.285714285714286,2.1636355241395626,14,8.785714285714286,2.577374078952674,14
dinámica,dynamic,6.076923076923077,1.320450583547049,13,7.75,0.8660254037844386,12,4.181818181818182,2.4826671874490875,11,4.5,2.195035721390843,12,9.285714285714286,4.375255094603873,14
dirección,direction,5.785714285714286,2.423556554658127,14,5.769230769230769,1.7394369852458085,13,5.583333333333333,2.466441431158124,12,6,2.8284271247461903,17,7.238095238095238,2.773170782782083,21
directivo,executive,4.583333333333333,1.831955405041456,12,6.357142857142857,2.677747125911942,14,7,1.5275252316519468,13,6.3076923076923075,2.750291359856726,13,10.066666666666666,4.061433010064071,15
directo,direct,6.083333333333333,1.7816403745544234,12,5.933333333333334,1.6676187756655827,15,4.428571428571429,2.3440361546924775,14,4.3478260869565215,2.3278686243033153,23,7.6521739130434785,2.7569531214429435,23
director,director,5.266666666666667,1.8309508328682538,15,7.071428571428571,1.730463953541216,14,7.285714285714286,1.8575654633281307,14,7.090909090909091,1.4459976109624413,11,6.05,1.3168942730211077,20
dirixente,leader,4.142857142857143,2.2483204964917824,14,6,2.335496832484569,12,7,2.309401076758503,13,4.3478260869565215,3.0838095633363776,23,11,3.0550504633038935,14
disciplina,discipline,7.285714285714286,1.8985245861972941,14,7.230769230769231,1.7394369852458071,13,3.5833333333333335,1.5050420310248862,12,5,3.1304951684997055,11,9.166666666666666,2.9490625115398443,12
disco,disk,6.6521739130434785,2.2484074293551535,23,4.785714285714286,2.3916062008157235,14,6.833333333333333,2.124888588879782,12,7.6,2.3543273227945907,15,6.428571428571429,1.6508406117111145,14
discurso,speech,4.666666666666667,2.0597146021777495,12,6.533333333333333,2.0655911179772892,15,4.785714285714286,2.423556554658127,14,6.043478260869565,2.4022387450339506,23,7.913043478260869,3.566422239294277,23
discusión,discussion,4.076923076923077,2.9569561619323586,13,7.461538461538462,2.025478734167334,13,5,2.591193878173865,15,6.833333333333333,1.9924098397912429,12,7.076923076923077,2.660248687044705,14
disolución,dissolution,5,1.5811388300841898,13,4.142857142857143,1.8337495365063798,14,4.909090909090909,2.4679767200905873,11,3.7857142857142856,2.4235565546581275,14,11.923076923076923,2.019139192062567,14
dispoñible,available,7.454545454545454,1.2933395813657274,11,6.333333333333333,1.6696942198734441,12,5,2.4806946917841692,14,4.153846153846154,2.409915415049314,13,7.052631578947368,2.368161129337048,19
dispositivo,device,6.384615384615385,1.8501559185854917,13,6.533333333333333,1.3557637102737479,15,7.25,1.9128750375000738,12,7.857142857142857,1.8337495365063787,14,8.954545454545455,2.399945886835839,23
distancia,distance,3.75,2.378884383296277,12,5.666666666666667,1.7182493859684487,15,3.7142857142857144,1.8575654633281302,14,5.3478260869565215,2.5868319629893017,23,7.0476190476190474,2.6167955685569035,23
distante,distant,4,1.7974340685458343,14,6.846153846153846,1.6756169931378446,13,4.071428571428571,2.335817620458403,14,4,2.5298221281347035,11,8.642857142857142,2.3405174594567724,14
distinto,different,6.714285714285714,2.1636355241395635,14,5.785714285714286,2.082105865503681,14,3.272727272727273,2.831639422345617,11,4.85,2.5603248149199227,20,7.133333333333334,2.669046557070432,15
distribución,distribution,5.769230769230769,1.3008872711759822,13,5.086956521739131,1.9048513060141246,23,4.857142857142857,2.2483204964917824,14,5.071428571428571,2.7022579081571405,14,8.166666666666666,2.6911752530120068,12
dito,saying,5.857142857142857,1.95555000554213,14,4.916666666666667,1.6213537179739284,12,4,1.8257418583505538,13,4.260869565217392,2.4349237677883697,23,6.285714285714286,3.4956802227578287,14
diversidade,diversity,8.545454545454545,0.8201995322647258,11,5.416666666666667,2.2746961169005466,12,3.7142857142857144,2.701241066010825,14,4.846153846153846,2.7339273901036534,13,9.368421052631579,4.179454062112651,19
diverso,diverse,6.833333333333333,1.800673274757039,12,5.117647058823529,2.2327772207829106,17,2.6666666666666665,1.7416467303484173,21,4,2.6890089681459286,14,9.090909090909092,3.190896140869862,22
divertido,fun,8.166666666666666,1.7494587907710364,12,6.545454545454546,2.876234912646614,11,3.3333333333333335,2.1033883198882757,12,7.071428571428571,1.2066664642907572,14,5.230769230769231,2.006400016357911,13
dixital,digital,5.928571428571429,1.5915297775935686,14,5.916666666666667,1.9752253419585202,12,5.615384615384615,3.1500915737605033,13,6.478260869565218,2.502172968684897,23,8.428571428571429,2.7932414507517613,14
dobre,double,6.166666666666667,1.4034589305344747,12,5.357142857142857,1.5495479666983214,14,5.142857142857143,2.656114653953224,14,4.153846153846154,2.7032743678162428,13,7,2.449489742783178,23
doce,sweet,7.642857142857143,1.5495479666983198,14,5.3076923076923075,3.1723969745450464,13,6,2.6311740579210876,14,6.583333333333333,2.5030284687057622,12,4.357142857142857,3.07863963107441,14
documentación,documentation,4.444444444444445,1.810463415200036,9,4.571428571428571,1.9499225118444588,14,7.214285714285714,2.577374078952674,14,7.928571428571429,1.4917354742965412,14,8.842105263157896,3.876756345978152,19
